Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Source_Name,Entity,Label
https://www.bbc.com/russian,ru,«Кремль будет повышать ставки». Замминистра обороны Украины прогнозирует усиление российских ударов,"""The Kremlin will increase bets."" Deputy Minister of Defense of Ukraine predicts the strengthening of Russian strokes",0.0,Russian,Russian,NORP
https://www.bbc.com/russian,ru,Трамп будет продвигать новый мирный план на переговорах с Нетаньяху,Trump will promote a new peace plan in negotiations with Netanyahu,0.1363636363636363,Russian,Trump,ORG
https://www.bbc.com/russian,ru,Трамп будет продвигать новый мирный план на переговорах с Нетаньяху,Trump will promote a new peace plan in negotiations with Netanyahu,0.1363636363636363,Russian,Netanyahu,PERSON
https://www.bbc.com/russian,ru,"LIVELive,Война в Украине: в Кремле «внимательно анализируют» заявления о возможной передаче Украине ракет Tomahawk","Livelive, War in Ukraine: The Kremlin “carefully analyzes” applications for the possible transfer of Tomahawk missiles to Ukraine",-0.05,Russian,Ukraine,GPE
https://www.bbc.com/russian,ru,"LIVELive,Война в Украине: в Кремле «внимательно анализируют» заявления о возможной передаче Украине ракет Tomahawk","Livelive, War in Ukraine: The Kremlin “carefully analyzes” applications for the possible transfer of Tomahawk missiles to Ukraine",-0.05,Russian,Kremlin,ORG
https://www.bbc.com/russian,ru,"LIVELive,Война в Украине: в Кремле «внимательно анализируют» заявления о возможной передаче Украине ракет Tomahawk","Livelive, War in Ukraine: The Kremlin “carefully analyzes” applications for the possible transfer of Tomahawk missiles to Ukraine",-0.05,Russian,Tomahawk,PRODUCT
https://www.bbc.com/russian,ru,"LIVELive,Война в Украине: в Кремле «внимательно анализируют» заявления о возможной передаче Украине ракет Tomahawk","Livelive, War in Ukraine: The Kremlin “carefully analyzes” applications for the possible transfer of Tomahawk missiles to Ukraine",-0.05,Russian,Ukraine,GPE
https://www.bbc.com/russian,ru,«Пожарная команда Сырского». Как и зачем Украина создает штурмовые войска?,"""Fire team of Syresky."" How and why Ukraine creates assault troops?",0.0,Russian,Syresky,PERSON
https://www.bbc.com/russian,ru,«Пожарная команда Сырского». Как и зачем Украина создает штурмовые войска?,"""Fire team of Syresky."" How and why Ukraine creates assault troops?",0.0,Russian,Ukraine,GPE
https://www.bbc.com/russian,ru,«Тебе больше никогда не придется зарабатывать на жизнь». Хакеры  предложили корреспонденту деньги за взлом Би-би-си,"""You will never have to earn a living again."" Hackers offered the correspondent money for hacking BBC",0.0,Russian,BBC,ORG
https://www.bbc.com/japanese,ja,シンガポール、香港の民主活動家の入国拒否　「国益に適さない」と,"Singapore and Hong Kong's democratic activists refuse to enter Japan saying ""not suitable for national interests""",-0.275,Japanese,Singapore,GPE
https://www.bbc.com/japanese,ja,シンガポール、香港の民主活動家の入国拒否　「国益に適さない」と,"Singapore and Hong Kong's democratic activists refuse to enter Japan saying ""not suitable for national interests""",-0.275,Japanese,Hong Kong's,GPE
https://www.bbc.com/japanese,ja,シンガポール、香港の民主活動家の入国拒否　「国益に適さない」と,"Singapore and Hong Kong's democratic activists refuse to enter Japan saying ""not suitable for national interests""",-0.275,Japanese,democratic,NORP
https://www.bbc.com/japanese,ja,シンガポール、香港の民主活動家の入国拒否　「国益に適さない」と,"Singapore and Hong Kong's democratic activists refuse to enter Japan saying ""not suitable for national interests""",-0.275,Japanese,Japan,GPE
https://www.bbc.com/japanese,ja,米ミシガン州のモルモン教会で銃撃・放火、少なくとも4人死亡,At least four people killed in arson shooting and arson at Mormon Church in Michigan,-0.25,Japanese,At least four,CARDINAL
https://www.bbc.com/japanese,ja,米ミシガン州のモルモン教会で銃撃・放火、少なくとも4人死亡,At least four people killed in arson shooting and arson at Mormon Church in Michigan,-0.25,Japanese,Mormon Church,ORG
https://www.bbc.com/japanese,ja,米ミシガン州のモルモン教会で銃撃・放火、少なくとも4人死亡,At least four people killed in arson shooting and arson at Mormon Church in Michigan,-0.25,Japanese,Michigan,GPE
https://www.bbc.com/japanese,ja,"ビデオ,住宅地の中心に着弾　ロシアの攻撃受けたキーウからBBC報告, 所要時間 2,34","Video, BBC report from Kiu attacked by Russia, travel time: 2,34",0.0,Japanese,BBC,ORG
https://www.bbc.com/japanese,ja,"ビデオ,住宅地の中心に着弾　ロシアの攻撃受けたキーウからBBC報告, 所要時間 2,34","Video, BBC report from Kiu attacked by Russia, travel time: 2,34",0.0,Japanese,Kiu,ORG
https://www.bbc.com/japanese,ja,"ビデオ,住宅地の中心に着弾　ロシアの攻撃受けたキーウからBBC報告, 所要時間 2,34","Video, BBC report from Kiu attacked by Russia, travel time: 2,34",0.0,Japanese,Russia,GPE
https://www.bbc.com/japanese,ja,"ビデオ,住宅地の中心に着弾　ロシアの攻撃受けたキーウからBBC報告, 所要時間 2,34","Video, BBC report from Kiu attacked by Russia, travel time: 2,34",0.0,Japanese,"2,34",CARDINAL
https://www.bbc.com/japanese,ja,米オレゴン州、トランプ政権を提訴　派兵計画は「違法」と,"Oregon, US state, filed a lawsuit against Trump administration; plans to send troops are ""illegal""",-0.5,Japanese,Oregon,GPE
https://www.bbc.com/japanese,ja,米オレゴン州、トランプ政権を提訴　派兵計画は「違法」と,"Oregon, US state, filed a lawsuit against Trump administration; plans to send troops are ""illegal""",-0.5,Japanese,US,GPE
https://www.bbc.com/japanese,ja,米オレゴン州、トランプ政権を提訴　派兵計画は「違法」と,"Oregon, US state, filed a lawsuit against Trump administration; plans to send troops are ""illegal""",-0.5,Japanese,Trump,ORG
https://www.bbc.com/japanese,ja,ゼレンスキー大統領、ロシアの「卑劣」な12時間空爆を非難,"President Zelensky criticizes Russia's ""despicable"" 12-hour air strike",0.0,Japanese,Zelensky,PERSON
https://www.bbc.com/japanese,ja,ゼレンスキー大統領、ロシアの「卑劣」な12時間空爆を非難,"President Zelensky criticizes Russia's ""despicable"" 12-hour air strike",0.0,Japanese,Russia,GPE
https://www.bbc.com/japanese,ja,ゼレンスキー大統領、ロシアの「卑劣」な12時間空爆を非難,"President Zelensky criticizes Russia's ""despicable"" 12-hour air strike",0.0,Japanese,12-hour,TIME
